album	year	num	title	lyrics
A Matter Of Life And Death	2006	10	The Legacy	Tell you a thing\nThat you ought to know\nTwo minutes of your time\nThen on you go\nTell tale of the man\nAll dressed in black\nThat most of them\nNot coming back\nSent off to war\nTo play little games\nAnd on their return\nCan't name no names\nSome strange yellow gas\nHas played with their minds\nHas reddened their eyes\nRemoved all the lies\nAnd strange as it sounds\nDeath knows no bounds\nHow many get well\nOnly time will tell\nOnly time will tell\nYou lie in your death bed now\nBut what did you bring to the table\nBrought us only holy sin\nUtter trust is a deadly thing\nTo the prayer of holy peace\nWe didn't know what was lying underneath\nSo how could we be such fools\nAnd to think that we thought you knew the answer\nI can't begin to understand in all the lies\nBut on your death bed I can see it in your eyes\nJust as clear as all the sweat upon your brow\nIt really makes sense I can see it clearly now\nTangled up in a web of lies\nCould have been a way to prophecies\nUnaware of the consequence\nNot aware of the secrets that you kept\nNothing that we could believe\nTo reveal the facade of faceless men\nNot a thing that we could foresee\nNow a sign that would tell us the outcome\nYou had us all strung out with promises of peace\nBut all along your cover plan was to deceive\nCan it be put to rights now only time will tell\nYour prophecies will send us all to hell as well\nLeft to all our golden sons\nAll to pick up on the peace\nYou could have given all of them\nA little chance...at least\nTake the world to a better place\nGiven them all just a little hope\nJust think what a legacy\nYou now...will leave\nWe seem destined to live in fear\nAnd some that would say Armageddon is near\nBut where there's a life while there's hope\nThat man won't self destruct\nWhy can't we treat our fellow men\nWith more respect and a shake of their hands\nBut anger and loathing is rife\nThe death on all sides is becoming a way of life\nWe live in an uncertain world\nFear understanding and ignorance is leading to death\nOnly the corpses are left\nFor vultures that prey on their bones\nBut some are just not wanting peace\nTheir whole life is death and misery\nThe only thing that they know\nFight fire with fire life is cheap\nBut if they do stop to think\nThat man is teetering right on the brink\nBut do you think that they care\nThey benefit from death and pain and despair\n
The Final Frontier	2010	1	Satellite .. The Final Frontier	I try to call the Earth's command\nDesperation in my voice\nI'm drifting way off course now\nWith very little choice\nThe loneliness is hard to bear\nI try to calm my fear\nJust hoping any second now\nSome contact filters through\nDesperate calls...\nSignal back from Satellite\nAs my life flashes right in front of me\nTry again...must get through\nHear me now...\nFor I've very little time\nNot much time...hear my call\nPlease get through...I am here\nI'm stranded in space, I'm lost without trace\nI haven't a chance of getting away\nToo close to the sun, I surely will burn\nLike Icarus before me or so legend goes\nI think of my life, reliving the past\nThere's nothing but wait 'til my time comes\nI've had a good life, I'd do it again\nMaybe I'll come back some time, my friends\nFor I have lived my life to the full\nI have no regrets\nBut I wish I could talk to my family\nTo tell them one last goodbye\nThe final frontier\nThe final frontier\nThe final frontier\nThe final frontier\nIf I could survive to live one more time\nI wouldn't be changing a thing at all\nDone more in my life than some do in ten\nI'd go back and do it all over again\nFor I have lived my life to the full\nI have no regrets\nBut I wish I could talk to my family\nAnd tell them that one last goodbye\nThe final frontier\nThere isn't much time, must say my last rites\nNobody is here to read them to me\nMust say my goodbyes, if only a line\nA message to tell them in case they might find\nFor I have lived my life to the full\nI have no regrets\nBut I wish I could talk to my family\nTo tell them that one last goodbye\nThe final frontier, the final frontier\n
The Final Frontier	2010	2	El Dorado	Gotta tell you a story\nOn a cold winter's night\nYou'll been sailing for glory\nBefore you know what is right\nSo come over here now\nI've got a vision for you\nIt's my personal snake oil\nIt's just something I do\nI'm the Jester with no tears\nAnd I'm playing on your fears\nI'm a trickster smiling underneath this mask of love and death\nThe eternal lie I've told\nAbout the pyramids of gold\nI've got you hooked at every turn, your money's left to burn\nYou'll be wanting a contract. Ha!\nYou'll be waiting a while\nI'd like to keep you my contact\nBut that isn't my style\nWell, you'll only get one chance\nAnd it's too good to miss\nIf I didn't lie to you\nThen I wouldn't exist\nGreed, lust, and envy pry\nIt's the same old same old way\nThe smoke and mirrors\nVisions that you see are just like me\nI'm a clever banker's face\nWith just a little out of place\nI know someone just like you knows someone just like me\nEl Dorado come and play\nEl Dorado step this way\nTake a ticket for the ride\nEl Dorado streets of gold\nSee the ship it's oversold\nYou've got one last chance to try\nSo gone is the glory\nAnd gone is the gold\nWell if you need a story\nI'll come, it has to be told\nWell you may say I'm a devil\nAnd I wouldn't say no\nBut out here on the dark side\nHey! On with the show!\nSo now my tale is told\nBig and bad and twice as bold\nThe ship of fools is sinking as the cracks begin to grow\nThere is no easy way\nFor an honest man today\nWhich is something you should think of as my lifeboat sails away\nEl Dorado come and play\nEl Dorado step this way\nTake a ticket for the ride\nEl Dorado streets of gold\nSee the ship it's oversold\nYou've got one last chance to try\nEl Dorado come and play\nEl Dorado step this way\nTake a ticket for the ride\nEl Dorado streets of gold\nSee the ship it's oversold\nYou've got one last chance to try\n
The Final Frontier	2010	3	Mother Of Mercy	Sitting waiting in the falling rain\nGetting ready to begin again\nWounded lying, crying, bodies moving, dying\nAll around there is the smell of death and fire\nHere the planes are coming\nHear the soldiers running\nKilling on a scale to comprehend\nWhy are we here\nIn this place...here to kill\nPlease God forgive us for\nWhat we have done\nI always thought I was doing right\nAs of now I'm not feeling so sure\nI'm at a place where\nI give no grace\nI'm a soldier of war\nI sit waiting for my darkest hour to come\nI cannot think about the things that I have done\nIt shouldn't take a fool to see that I believe\nAccept the consequence, repent for what I've done\nYou tell me what is certain but I'll tell you what is true\nYou tell me what is honesty, when all around is death and cruelty\nThe making of a man is fire, not giving into our desires\nWithin the truth it lies within the only thing\nMother of Mercy\nAngel of death desire\nMother of mercy\nTaking my last breath of fire\nMother of mercy\nAngel of pain\nMother of mercy\nTaking my last breath\nSome say you are a lost cause, some say you're a saint\nJust being here's an act of suffering and restraint\nWalk down the long dark road to ruin and panic not\nI'll die a lonely death of\nThat I'm certain of\nRivers flow with blood there's nowhere left to hide\nIt's hard to comprehend there's anyone left alive\nSick of all the killing and the reek of death\nWill god tell me what religion is to man\nI don't hold with bad religion understand what's underneath it\nNow I come to think of it, I just don't hold at all you know it\nYou say you are a holy man, but what is it you do\nFrom where I stand is nothing but a hollow man I see\nMother of Mercy\nAngel of death desire\nMother of mercy\nTaking my last breath of fire\nMother of mercy\nAngel of pain\nMother of mercy\nTaking my last breath\nMother of Mercy\nAngel of death desire\nMother of mercy\nTaking my last breath of fire\nMother of mercy\nAngel of pain\nMother of mercy\nDrawing my last breath\nI'm just a lonely soldier fighting in a bloody hopeless war\nDon't know what I'm fighting, who it is, or what I'm fighting for\nThought it was for money, make my fortune, now I'm not so sure\nSeem to just have lost my way\n
The Final Frontier	2010	4	Coming Home	When I stand before you shining in the early morning sun\nWhen I feel the engines roar and I think of what we've done\nOh the bittersweet reflection as we kiss the earth goodbye\nAs the waves and echoes of the towns become the ghosts of time\nOver borders that divide the earthbound tribes\nNo creed and no religion just a hundred winged souls\nWe will ride this thunderbird, silver shadows on the earth\nA thousand leagues away, our land of birth\nTo Albion's land\nComing home when I see the runway lights\nIn the misty dawn the night is fading fast\nComing home, far away as their vapor trails align\nWhere I've been tonight, you know I will not stay\nCurving on the edge of daylight til it slips into the void\nWaited in the long night, dreaming til the sun is born again\nStretched the fingers of my hand, covered countries with my span\nJust a lonely satellite, speck of dust and cosmic sand\nOver borders that divide the earthbound tribes\nThrough the dark Atlantic; over mounting stormy waves\nWe will ride this thunderbird, silver shadows on the earth\nA thousand leagues away, our land of birth\nTo Albion's land\nComing home when I see the runway lights\nIn the misty dawn the night is fading fast\nComing home, far away as their vapor trails align\nWhere I've been tonight, you know I will not stay\nTo Albion's land\nComing home when I see the runway lights\nIn the misty dawn the night is fading fast\nComing home, far away as their vapor trails align\nWhere I've been tonight, you know I will not stay\nComing home, far away when I see the runway lights\nIn the misty dawn the night is fading fast\nComing home, far away as their vapor trails align\nWhere I've been tonight, you know I will not stay\n
The Final Frontier	2010	5	The Alchemist	Stranger than the comet as it streaks across the sky\nStranger than the truth I know before my open eyes\nI have dealt in mysteries and trickery, of light to entertain\nLooked into the abyss, called it by its name\nI have plundered time itself, put the world inside it\nAnd the mysteries, day and night, divide it\nA plague of wonders, on your knees beside me\nKnow the secrets, you shall not deride us\nMy dreams of empire for my frozen queen\nWill come to pass\nKnow me, the Magus\nI am Dr. Dee\nAnd this is my house\nI am the master of the tides\nI shame the mirror in my sight\nWhat random music of the spheres across the years\nKnow this I will return to this land\nRebuild where the ruins did stand\nChain of the demons set free\nStrange alchemy\nGather round the aimless and the feckless and the lame\nHear the master summon up the spirits by their names\nI curse you Edward Kelly your betrayal for eternity is damned\nKnow you speak with demons you cannot command\nEven as I looked into the glass then I was blinded\nBurning by the Mortlake shore my house my books inside it\nYou have taken up my wife and lain beside her\nNow the black rain on my house, the timbers burning\nMy dreams of empire for my frozen queen\nWill come to pass\nKnow me, the Magus\nI am Dr. Dee\nAnd this was my house\nI was the keeper of the books\nI had the knowledge of the scrolls\nBut now through ignorance and fear\nI cast a shadow through the years\nKnow this I will return to this land\nRebuild where the ruins did stand\nChain of the demons set free\nStrange alchemy\nKnow this\nI will return to this land\nRebuild where the ruins did stand\nChain of the demons set free\nStrange alchemy\nKnow this\nI will return to this land\nRebuild where the ruins did stand\nRestore the knowledge memory\nStrange alchemy\n
The Final Frontier	2010	6	Isle Of Avalon	I can hear them floating on the wind\nImmortal souls their weeping saddens me\nMother earth you know your time is near\nAwaken lust the seed is sown and reaped\nThrough the western isle I hear the dead awaken\nRising slowing to the court of Avalon\nThe cauldron of the head of Annwyn laced with envy\nDark around its edge with pearl and destiny\nAll my days I've waited for the sign\nThe one that brings me closer to isle of Avalon\nI can feel the power flowing through my veins\nMy heart is beating louder, close to Avalon\nI can hear you, can you hear me?\nI can feel you, can't you feel me?\nFertility Mother Goddess\nCelebration, sow the seeds of the born\nThe fruit of her body laden\nThrough the corn doll\nYou will pray for them all\nThe image of Mother Goddess\nLying dormant, in the eyes of the dead\nThe sheaf of the corn is broken\nEnd the harvest\nThrow the dead on the pyre\nI hear her crying the tears of an angel\nThe voices I hear in my head\nBlessed the fruits are the corn of the earth\nMother earth holy blood of the dead\nMother earth I can hear you\nSacrifice, now united\nRising levels of the tidal lakes protect them\nKeepers of the goddess in the underworld\nHolding powers of the mystics, deep inside them\nnineteen maidens, guardians of the otherworld\nMortal conflict born of Celtic legend\nThat apart from seven, non-returned from Avalon\nMother earth I can feel you\nMy rebirth now completed\nFertility mother goddess\nCelebration, sow the seeds of the born\nThe fruits of her body laden\nThrough the corn doll\nYou will pray for them all\nThe image of mother goddess\nLying dormant, in the eyes of the dead\nThe sheaf of the corn is broken\nEnd the harvest, throw the dead on the pyre\nTo have the belief of others\nLooking for the Isle to show them a sign\nFertility of all mothers\nStood in silence\nWaiting now for their turn\nThe gateway to Avalon\nThe island where the souls of the dead are reborn\nBrought here to die and be transferred into the earth\nAnd then for rebirth\nI hear her crying the tears of an angel\nThe voices I hear in my head\nBlessed the fruits are the corn of the earth\nMother earth holy blood of the dead\nThe water in rivers and rhymes rises quickly\nAre flowing and flooding the land\nThe sea shall return once again just to hide them\nLost souls on the Isle of the dead\n
The Final Frontier	2010	7	Starblind	Take my eyes the things I've seen in this world coming to an end\nMy reflection fades, I'm weary of these earthly bones and skin\nYou may pass through me and leave no trace, I have no mortal face\nSolar winds are whispering, you may hear me call\nWe can shed our skins and swim into the darkened void beyond\nWe will dance among the world that orbit stars that aren't our sun\nAll the oxygen that trapped us in a carbon spider's web\nSolar winds are whispering, you may hear the sirens of the dead\nLeft the elders to their parley meant to satisfy our lust\nLeaving Damocles still hanging over all their promised trust\nWalk away from freedoms offered by their jailers in their cage\nStep into the light startripping over mortals in their rage\nStarblind - with sun\nThe stars are one\nWe are the light that brings the end of night\nStarblind - with sun\nThe stars are one\nWe are, with the Goddess of the sun tonight\nThe preacher loses face with Christ\nReligion's cruel device is gone\nEmpty flesh and hallow bones\nMake pacts of love but die alone\nThe crucible of pain will forge\nThe blanks of sin, begin again\nYou are free to choose a life to live\nOr one that's left to lose\nVirgins in the teeth of God are meat and drink to feed the damned\nYou may pass through me and I will feel the life that you live less\nStep into my light startripping, we will rage against the night\nWalk away from comfort offered by your citizens of death\nStarblind - with sun\nThe stars are one\nWe are the light that brings the end of night\nStarblind - with sun\nThe stars are one\nWe're one with the goddess of the sun tonight\nTake my eyes for what I've seen\nI will give my sight to you\nYou are free to choose whatever\nLife to live or life to lose\nWhatever God, you know\nHe knows you, better than you believe\nIn your once and future grave\nYou'll fall endlessly deceived\nLook into our face reflected in the moon glow in your eyes\nRemember you can choose to look but not to see and waste your hours\nYou believe you have the time but I tell you your time is short\nSee your past and future all the same and it cannot be bought\nStarblind - with sun\nThe stars are one\nWe are the light that brings the end of night\nStarblind - with sun\nThe stars are one\nWe're one with the Goddess of the sun tonight\nTake my eyes for what I've seen\nI will give my sight to you\nYou are free to choose whatever\nLife to live or life to lose\nWhatever God you know\nHe knows you better than you believe\nIn your once and future grave\nYou'll fall endlessly deceived\nThe preacher loses face with Christ\nReligion's cruel device is gone\nEmpty flesh and hollow bones\nMake pacts of love but die alone\nThe crucible of pain will forge\nThe blanks of sin, begin again\nYou are free to choose a life to live\nOr one that's left to lose\n
The Final Frontier	2010	8	The Talisman	When I stand and look about the port\nAnd contemplate my life,\nWill I ever see my countrymen again?\nAs the captain calls us on the deck\nI take my things and walk to the harbourside,\nI glance back one last time\nFleeing our nation,\nOur problems we leave behind\nShips by the tenfold\nSail out on the tide\nWe are pleased to be out and\nEmbracing the open sea\nFree from our troubles\nAnd more free from thee\nInheritors unfulfilled reason\nBehind us.\nWe flee from what is not what\nIs will be.\nWe flee the earth and face our\nHarsh reality.\nWill death be low mist that\nHangs on the sea?\nWe run from the evil tongues,\nRash judgements, selfish men\nNever to be seen on these shores again.\nAs we sail into oceansize\nAnd lose sight of all land\nA face of contentment\nAround in the air\nWe're off now to seek all our fortunes\nTo the land of our dreams\nRiding the waves and the storm\nIs upon us.\nThe winds lash the sails but\nThe ropes keep them tight\nOff in the distance a dark cloud approaching\nNone could imagine what there was to come\nNo, there's no one going back\nNo, there's not a second chance\nAs we strap onto the side\nWe pray to God that we won't die\nAs we ride the rough seas,\nAs we soak from the ocean waves,\nI just hope for all our lives\nAnd pray that I survive\nFour ships are lost in the\nStormy conditions\nThe spirits of the sunken crews,\nTheir phantoms follow us\nSpirits, sails, they drive us on\nThrough the all consuming waves\nCold mortality, no weapon\nAgainst these ever raging seas\nFour leagues and ten and we\nHit storms again\nWe just can't get away from\nThe eye of the storm\nThe birds outsoar the raging storm\nBut we cannot escape it\nAbandoned earth that we now crave\nIs many leagues from safe\nHolding on for our dear lives\nAnd we're praying once again\nrotten luck or just jonahed?\nThe talisman is in my hand\nLimbs fatigues, trembling with cold\nBlinded from the sea spray salt\nClasping anything we can hold\nHeaven's rain upon us falls\nTwenty days without a meal\nAnd ten without fresh water still\nThose that didn't die in storms\nThe scurvy rest did slaughter\nWestwards the tide\nwestwards we sail on\nWestwards the tide\nSail by the talisman\nWe approach the other side\nOf the ocean with the tide\nIn our favour just for once\nWelcome greeting our new land\nThe elation in our hearts\nThe excitement in our veins\nAs we sail towards the coastline\nOf our golden promised land\nWeary limbs fatigued away\nI have no life left in me\nNo more strength and nothing\nLeft to give\nMust find the will to live\nNever thought that we could make it\nTruly sight of shores divine\nthe sickness I am dying from\nNever wanted it to end this way\nWestwards the tide\nWestwards we sail on\nwestwards the tide\nSail by the talisman\n
The Final Frontier	2010	9	The Man Who Would Be King	As he travels on the beast of Burden\nMoving up along the mountain side\nAs he gazes looking down the valley\nNo regrets but his pride\nAs he journeys across mountain passes\nAnd significant sweeps overhand\nHis reflection of the beauty around him\nFeeling empty inside\nHe is running from his wildest thoughts\nHe is running from his everything\nHe is looking now to find something\nHoping he could be saved\nHe's searching for the answer now\nIs something that he's managed to avoid up 'till now\nLooking for the conviction that he craves\nHe needs to find the answer sooner or later\nPushed himself to the limits\nHe had to strife for all the harder things in life\nBut what the cost to give him now\nHis life and time are the only things that he has\nLife is is not a rehearsal, only has this the one chance to get it right\nLiving really is only way to know\nMaybe one day they ll forgive him what he's done\nwith all the pain of lying too early in the grave\nDestiny, no good to hide away\nPenance now will be his only way\nUnderstand, no good to run away\nPenance now will be his saving grace\nJust to make his peace with God\nAll is forgivable but he's left a little late\nTrying something that he's not\nIs impossible to change such a lot\nHe's taken someone s life away\nThere s not a day that goes by he regrets what he's done\nHe should have found another way\nFrom the good book says an eye for an eye\nIn reflecting on decisions that were made\nOn the judgements that will haunt him  till his grave\nNo-one has the right to take another life\nBut in his mind he had no choice so be it\nDestiny, no good to hide away\nPenance now will be his only way\nUnderstand, no good to run away\nPenance now will be his saving grace\nDestiny, no good to hide away\nHear us now, we ll be his only way\nunderstand , no good to run away\nHear us now, we ll be his saving grace\nFar, far away\nThe man who would be king\nFar, far away\nThe man who would be king\n
The Final Frontier	2010	10	When The Wild Wind Blows	Have you heard what they said on the news today?\nHave you heard what is coming to us all?\nThat the world as we know it will be coming to an end\nHave you heard, have you heard?\nHe sees them in the distance where the darkened clouds roll\nHe could feel tension in the atmosphere\nHe would look in the mirror, see an old man now\nDoes it matter they survive somehow?\nThey said there's nothing can be done about the situation\nThey said there's nothing you can do at all\nTo sit and wait around for something to occur\nDid you know, did you know?\nAs he stares across the garden looking at the meadows\nAnd wonders if they'll ever grow again\nThe desperation of the situation getting graver\nGetting ready when the wild wind blows\nHave you seen what they said on the news today?\nHave you heard what they said about us all?\nDo you know what is happening to just every one of us\nHave you heard, have you heard?\nThere will be a catastrophe the like we've never seen\nThere will be something that will light the sky\nThat the world as we know it, it will never be the same\nDid you know, did you know?\nHe carries everything into the shelter not a fuss\nGetting ready when the moment comes\nHe has enough supplies to last them for a year or two\nGood to have because you never know\nThey tell us nothing that we don't already know about\nThey tell us nothing that is real at all\nThey only fill us with the stuff that they want\nDid you know, did you know?\nHe's nearly finished with the preparations for the day\nHe's getting tired that'll do for now\nThey are preparing for the very worst to come to them\nGetting ready when the wild wind blows\nHe sees the picture on the wall, it's falling down upside down\nHe sees a teardrop from his wife roll down her face, saying grace\nRemember times they had, they flash right through his mind left behind\nOf a lifetime spent together long ago will be gone\nThey've been preparing for some weeks now\nFor when the crucial moment comes\nTo take their refuge in the shelter\nLet them prepare for what will come\nThey make a tea and sit there waiting\nThey're in the shelter feeling snug\nNot long to wait for absolution\nDon't make a fuss; just sit and wait\nCan't believe all the lying,\nAll the screams are denying\nThat the moments of truth have begun\nCan't you see it on the TV?\nDon't believe them in the least bit\nNow the days of our ending have begun\nSay a prayer when it's all over\nSurvivors unite all as one\nGot to try and help each other\nGot the will to overcome\nI can't believe all the lying,\nAll the screens are denying\nThat the moments of truth have begun\nCan't you see it on the TV?\nDon't believe them in the least bit\nNow the days of our ending have begun\nWhen they found them, had their arms wrapped around each other\nTheir tins of poison laying near by their clothes\nThe day they both mistook an earthquake for the fallout,\nJust another when the wild wind blows...\n
The Book Of Souls	2015	1	If Eternity Should Fail	Here is the soul of a man\nHere in this place for the taking\nClothed in white, stand in the light\nHere is the soul of a man\nTime to speak with the shaman again\nConjure the jester again\nBlack dog in the ruins is howling my name\nSo here is the soul of a man\nWhen the world was virgin\nBefore the coming of men\nJust a solar witness\nThe beginning of the end\nFrom a world of magma\nTo a cold rock face\nThe ascent of madness\nAnd a human race\nWe are strange believers, all of us\nThere are stranger truths, immortal lust\nWe rise from slumber, he calls our name\nRecalls our number, abide with pain\nReef in a sail at the edge of the world\nIf eternity should fail\nWaiting in line for the ending of time\nIf eternity should fail\nReef in a sail at the edge of the world\nIf eternity should fail\nWaiting in line for the ending of time\nIf eternity should fail\nTo God's illusion, which I recall\nWas our delusion\nBefore the fall\nThe angels come and the angels go\nBut the lord of light shining below\nEternal darkness beyond the stars\nWe think our wisdom will get that far\nAt the master's table, the table's bare\nNo land of plenty, devastation, despair\nReef in a sail at the edge of the world\nIf eternity should fail\nWaiting in line for the ending of time\nIf eternity should fail\nReef in a sail at the edge of the world\nIf eternity should fail\nWaiting in line for the ending of time\nIf eternity should fail\nReef in a sail at the edge of the world\nIf eternity should fail\nWaiting in line for the ending of time\nIf eternity should fail\nReef in a sail at the edge of the world\nIf eternity should fail\nWaiting in line for the ending of time\nIf eternity should fail\nReef in a sail at the edge of the world\nIf eternity should fail\nWaiting in line for the ending of time\nIf eternity should fail\nReef in a sail at the edge of the world\nIf eternity should fail\nWaiting in line for the ending of time\nIf eternity should fail\nGood day, my name is Necropolis\nI am formed of the dead\nI am the harvester of the soul meat\nAnd I suck the lives from around my bed\nMy own two sons I gave them breath\nAnd I filled their living corpses with my bile\nWhat humanity I knew I have long forgotten\nFor me eternity is nothing\nBut a short while\n
The Book Of Souls	2015	2	Speed Of Light	Another time, another place\nA hollow universe in space\nI took a trip to see the sights\nI will be blacker than the night\nOne way ticket, no returns\nMy shooting starâso fast it burns\nOn the edge that you can't see\nLet's shot the moon, you and me\nI'm not particular you see\nJust a lonesome galaxy\nShadows in the stars\nWe will not return\nHumanity won't save us\nAt the speed of light\nShadows in the stars\nWe will not return\nHumanity won't save us\nWe slip into the night\nI'll say a mass for you and wave\nShootin' plasma from my grave\nEvent horizon lost in space\nRunnin' in a human race\nI don't know where, I don't know when\nBut somehow back there time again\nI'm on the edge that you can't see\nI'm not particular at night\nA single particle of me\nYou won't be trackin' me by sight\nShadows in the stars\nWe will not return\nHumanity won't save us\nAt the speed of light\nShadows in the stars\nWe will not return\nHumanity won't save us\nAt the speed of light\nWe slip into the night\n
The Book Of Souls	2015	3	The Great Unknown	Winter softly falling to the ground\nCalmly waiting, don't you hear a sound?\nWhen the world has fallen to the depths below\nWhere the future's open and the fear has grown\nAnd the path to follow to the great unknown\nWhere the dark has fallen and the seed is sown\nIn the selfish hearts of some\nThe nightmare's coming\nWith the spilling blood of others\nNow wringing through\nNow the cup is spilling over\nWake to news of death\nAnd the prophecy of sages\nDestiny is met\nTo the depths of human mind\nThe cry is burning\nWith the mentor's anger\nOf the lesson ringing true\nAnd for those who live by and are dying by the sword\nThey will take their ideals with them\nJustify their end\nWhere the fools are lying and the meek are crying\nWhere the wolves are preying\nOn the weak alone\nWhere the sons are dying\nHear their mothers crying\nAnd the distant sound of fire\nBegins again\nNever ending the desires of men\nIt'll never be the same or calm again\nIn a time of changing hearts\nAnd great unknown\nIt'll be the damnation and end of us all\nWhere the fools are lying\nAnd the meek are crying\nWhere the wolves are preying\nOn the weak alone\nWhere the sons are dying\nHear their mothers crying\nAnd the distant sound of fire begins again\nNever ending the desires of men\nIt'll never be the same or calm again\nIn a time of changing hearts\nAnd great unknown\nIt'll be the damnation and of end of us all\nWhen the world has fallen and we stand alone...\n
The Book Of Souls	2015	4	The Red And The Black	The morals of life and the perils of death\nTake the wrong way out, running out of breath\nMeet my match in the afterlife\nSuppress the demons that plague the night\nA tortured mind is a safe place to go\nBut the truth lurks down in the dark below\nStep inside my inquisitive mind\nAre you scared at what you just might find?\nSee myself in the hall of mirrors\nA different shape every step I take\nA different mind every step of the line\nBut in the end they are all mine\nLaughing sorrow inside your head\nCan't get out, just a feeling of dread\nI know this burden is a heavy load\nA dark mistake, never ending road\nThe black jack king and the red queen clash\nThe artful dodger, he counts his stash\nThe joker's wild like an impish child\nWhile Madame Fortune, she waits inside\nThe good luck charm is overkill\nThe tired old soldier says fire at will\nPlanes overhead go search, destroy\nThe ones below human decoy\nI need somebody to save me\nMeanwhile we play the waiting game\nThe clock is struck, the horse is lame\nAnd when we think that this is done\nChance your luck a four leafed one\nYou hedge your bets, the battle lost\nTo wait in vain and count the cost\nThe thin edged line\nBetween good and bad\nAnd cast the luck, be happy, sad\nI need somebody to save me\nThe red and the black\nPeople don't want the truth\nLook in their eyes and you send them away\nThe red and the black\nFate and hypocrisy\nBurden's a heavy load there is no doubt\nThe red and the black\nAll out of luck again\nHow many chances can anyone have?\nThe red and the black\nTreachery out to win\nThere in the wrong place and at the wrong time\nI need somebody to save me\n
The Book Of Souls	2015	5	When The River Runs Deep	Look for something that is hard to find\nSearching somewhere deep inside your mind\nHope you find just what you're looking for\nHeaven's waiting with an open door\nIf you should sell your soul as cheaply as I did then\nThe road to ruin is a long road to hide in\nWe signed our lives away to have an escape\nIt's something that will be whatever our fate\nThere's no use in hiding\nGot to keep on trying\nCan't take no more lying\nThis is the last\nThere's no time for crying\nWhen some of us are dying\nNone of us decide what is our fate\nNow with nothing to hide, going nowhere\nTake my chances and stand by their sides\nWhen the river runs deep\nAnd the line breaks\nAnd the blood it flows\nFree from our lives\nIs this the last together? maybe this time now\nWe stand together and we're holding the line here\nThere's nothing we can do just sit here and wait\nThe die is cast that is deciding our fate\nThere's no use in hiding\nGot to keep on trying\nCan't take no more lying\nThis is the last\nThere's no time for crying\nWhen some of us are dying\nNone of us decide what is our fate\nNow with nothing to hide, going nowhere\nTake my chances and stand by their sides\nWhen the river runs deep\nAnd the line breaks\nAnd the blood it flows\nFree from our lives\nNow with nothing to hide, going nowhere\nTake my chances and stand by their sides\nWhen the river runs deep\nAnd the line breaks\nAnd the blood it flows\nFree from our lives\nNow with nothing to hide, going nowhere\nTake my chances and stand by their sides\nWhen the river runs deep\nAnd the line breaks\nAnd the blood it flows\nFree from our lives\nNow with nothing to hide, going nowhere\nTake my chances and stand by their sides\nWhen the river runs deep\nAnd the line breaks\nAnd the blood it flows\nFree from our lives\n
The Book Of Souls	2015	6	The Book Of Souls	Sacrifices buried with kings\nAccompany them on a journey with no end\nTo an afterlife that's rich with fruit of all the gods\nAnd to face the demons\nOf their underworld haunts\nThe sentient is sent to seek out all the truth\nA flight to Earth that is a given from his birth\nTo rise from ashes of the dead\nOut of the fire is sent to fulfill man's desire\nBy power day and night and death he ruled them\nThe sky and earth and the fires too\nTwo-headed reptile symbol of his reign\nUniverses of the underworld\nA life that's full of all the wealth and riches\nCan never last for an eternity\nAfter living in a golden paradise\nThe ultimate sacrifice\nProphecy of sky gods\nThe sun and moon\nPassing of old ways will come true soon\nFalling of ages\nForest of kings\nThe search for truth, the book of souls\nThe rulers of planets and stars\nThe power of the kings, of traders and the wars\nPlanetary cycles and the phases of the moon\nIs in the document a kingdom they will learn\nThey were praying to the gods of nature\nAnd were living in the cities of stone\nTowers reaching upward to the heavens\nSacred wonders for the world unknown\nMake their lives be a mystery no more\nRecords kept and the passing of laws\nSacred gods to the book of lies\nWhen a civilization dies\nProphecy of sky gods\nThe sun and moon\nPassing of old ways will come true soon\nFalling of ages\nForest of kings\nThe lost book of souls, destruction begins\nAscending the throne wearing feathers and shells\nHe brought back their lives from the void\nAlien invasion brings nothing but death\nMass exodus and plant life destroyed\nDomain of the earth to the journey of truth\nThe underworld caves Mayan slaves\nDefeat of the dark lords\nThe ultimate proof\nIn the place where the ancestors rule\nThe book of souls\n
The Book Of Souls	2015	7	Death Or Glory	I see the enemy, I know he can't see me\nCombat red in tooth and claw\nReady now for one more score\nTook a bullet in my brain\nInside I'm the king of pain\nOutside you will fear my name\nI ride a blood red triplane\nTurn like the devil\nShoot straight from the sun\nClimb like a monkey\nOut of hell where I belong\nDeath or glory\nIt's all the same\nDeath or glory\nThe price of fame\nDeath or glory, I'm in the game of\nDeath or glory, a one way train\nI watch you spiral down\nDead before you hit the ground\nBullet got you in the back\nDeflection shooting beam attack\nI shoot the gunner first\nI kill to quench my thirst\nI hunt the weakest prey\nLive to fly another day\nTurn like the devil\nShoot straight from the sun\nClimb like a monkey\nOut of hell where I belong\nDeath or glory\nIt's all the same\nDeath or glory\nThe price of fame\nDeath or glory\nI'm in the game of\nDeath or glory\nA one way train\nTurn like the devil\nShoot straight from the sun\nClimb like a monkey\nOut of hell where I belong\nDeath or glory\nIt's all the same\nDeath or glory\nThe price of fame\nDeath or glory\nI'm in the game of\nDeath or glory\nA one way train\nDeath or glory\nIt's all the same\nDeath or glory\nThe price of fame\nDeath or glory\nI'm in the game of\nDeath or glory\nA one way train\n
